label	video	trace	time_0	time_10	time_20	time_30	time_40	time_50	time_60	time_70	time_80	time_90	time_100	time_110	time_120	time_130	time_140	time_150	time_160	time_170	time_180	time_190	time_200	time_210	time_220	time_230	time_240	time_250	time_260	time_270	time_280	time_290	time_300	time_310	time_320	time_330	time_340	time_350	time_360	time_370	time_380	time_390	time_400	time_410	time_420	time_430	time_440	time_450	time_460	time_470	time_480	time_490	time_500	time_510	time_520	time_530	time_540	time_550	time_560	time_570	time_580	time_590	time_600
PR8	002004	trace_021	107.639	106.972	107.646	107.083	107.056	107.069	107.819	107.618	107.306	106.681	107.444	108.417	109.347	108.618	106.944	107.271	107.688	107.535	107.681	107.243	106.757	105.931	106.757	106.972	106.743	105.438	106.611	106.243	105.66	107.215	106.347	106.222	106.938	106.25	106.826	105.708	106.014	106.674	106.222	105.743	106.458	106.597	105.889	106.16	106.632	106.056	105.924	105.625	107.424	106.132	106.785	106.34	107.229	106.521	106.736	107.312	107.0	106.757	106.708	107.653	107.396
PR8	002004	trace_022	106.632	106.444	106.819	106.681	106.701	105.944	106.0	106.757	106.625	106.431	105.493	105.382	105.792	106.958	105.972	105.306	107.049	105.993	106.681	106.562	106.5	105.639	105.694	105.972	107.438	106.681	106.104	106.556	106.035	105.264	106.042	106.333	107.069	106.618	106.368	106.736	106.264	105.486	106.646	106.181	106.215	106.792	106.424	106.396	106.5	106.056	106.049	106.403	106.076	106.257	106.41	106.812	105.764	105.743	105.361	106.444	105.965	106.021	105.875	105.944	105.306
PR8	002004	trace_023	108.424	106.59	106.604	107.417	107.083	108.062	108.688	108.167	108.083	108.882	108.5	108.444	110.188	111.312	107.771	107.778	107.042	106.694	107.542	107.903	108.486	107.743	106.875	106.861	107.625	108.062	106.028	107.0	108.104	108.264	108.889	108.403	107.5	108.979	109.896	109.069	109.667	106.785	107.611	107.458	106.729	106.201	106.312	107.153	106.882	107.729	107.0	107.299	108.139	106.292	106.424	106.785	107.257	107.583	107.611	106.41	107.694	107.632	107.285	108.667	108.812
PR8	002004	trace_024	104.986	104.465	104.5	103.924	103.674	104.083	104.34	104.604	104.278	105.174	104.597	104.688	104.292	105.896	104.5	105.139	104.292	104.778	104.764	104.292	103.806	104.576	105.299	104.104	104.917	104.41	104.604	104.965	104.632	104.993	104.083	104.139	103.785	104.403	104.84	104.882	105.049	104.264	104.382	104.535	104.729	104.097	104.417	104.09	104.181	103.875	103.347	103.639	104.278	104.576	104.618	104.674	103.951	104.694	103.903	104.41	104.521	103.972	104.278	104.222	104.285
PR8	002004	trace_025	104.91	103.979	105.083	104.236	104.951	104.833	104.674	104.799	104.958	104.736	105.389	105.16	105.688	104.903	105.639	104.236	104.889	104.59	104.083	104.215	104.021	104.389	104.444	104.486	104.944	104.153	104.521	104.299	104.632	103.667	104.688	104.583	104.958	104.278	104.979	104.868	105.0	105.333	104.604	104.562	104.264	104.125	104.431	104.174	105.104	104.181	105.215	104.674	104.569	104.41	104.035	104.271	104.326	105.139	104.819	104.417	104.681	104.764	105.333	105.194	105.451
PR8	002004	trace_026	106.243	104.812	104.854	105.174	104.944	104.806	105.757	105.125	104.771	104.597	104.701	105.472	105.021	104.847	105.09	105.514	104.319	105.403	104.715	105.111	106.111	104.681	105.569	105.819	105.104	105.917	104.688	105.743	105.069	104.986	105.306	104.292	105.132	105.569	105.34	104.91	104.465	105.736	105.667	104.875	105.882	106.111	105.292	105.715	106.014	106.361	106.062	105.271	106.639	105.958	105.375	105.444	105.667	105.993	105.896	105.958	105.292	106.215	106.597	105.785	105.729
PR8	002004	trace_027	105.312	103.944	103.979	103.444	104.333	104.056	104.188	104.319	104.0	104.264	103.667	104.229	104.549	103.903	104.326	103.75	104.361	104.361	104.424	103.938	104.701	104.604	104.368	104.396	104.042	104.014	103.903	103.757	104.729	103.951	103.938	104.271	103.5	103.542	103.451	103.653	104.007	104.722	104.042	103.965	104.188	103.792	104.215	104.424	104.0	104.007	103.542	103.819	103.653	103.826	104.583	104.222	104.042	103.806	104.347	103.451	104.132	103.507	103.625	104.25	103.764
PR8	002004	trace_028	104.847	104.417	104.424	104.799	104.299	104.229	103.917	104.097	104.382	103.986	104.208	104.535	105.146	104.535	104.965	105.056	104.486	104.833	105.264	104.417	105.243	104.347	104.632	104.347	105.368	104.556	104.688	104.188	103.472	104.868	103.632	104.111	104.34	104.486	104.306	105.035	104.59	103.861	104.194	104.285	104.438	104.854	104.722	104.861	105.493	105.465	105.243	105.236	105.556	105.208	104.396	104.931	105.042	105.132	104.181	104.09	104.708	104.59	105.382	105.118	104.326
PR8	002004	trace_029	104.556	103.757	104.146	103.681	104.368	103.569	104.257	103.91	104.806	104.035	103.917	103.868	104.208	103.757	103.528	103.875	103.674	103.576	104.056	104.222	103.986	103.632	104.306	103.535	103.847	103.889	103.618	104.09	104.028	103.757	104.465	103.91	103.986	104.264	104.292	104.09	103.993	104.34	103.493	104.285	103.771	103.458	103.854	103.542	103.653	104.382	103.75	103.576	103.59	103.944	103.451	103.472	103.583	103.646	103.618	102.549	103.549	103.792	103.583	103.674	103.132
PR8	002004	trace_030	104.694	104.014	103.493	104.896	103.417	105.083	103.965	103.931	103.333	103.854	104.069	103.75	103.986	103.521	104.188	104.076	103.382	103.424	103.847	103.931	103.708	103.319	103.708	103.097	104.028	103.785	103.986	103.361	104.083	104.521	103.368	103.701	103.451	103.889	103.903	103.66	104.062	104.083	104.299	103.472	103.576	103.965	103.375	103.472	103.514	103.938	103.0	103.91	103.285	103.938	104.014	103.632	103.66	104.417	103.188	103.403	104.222	103.271	103.535	103.799	103.778
PR8	002004	trace_031	106.792	105.771	105.111	105.514	105.403	105.056	105.681	105.285	104.528	105.944	105.049	105.354	105.035	104.882	105.701	105.174	104.431	104.924	104.701	105.188	105.403	105.278	106.507	106.125	106.083	105.632	107.91	105.903	106.062	105.785	106.354	106.646	105.306	105.979	106.153	105.514	105.34	105.438	106.493	105.549	105.757	105.66	106.438	106.354	105.688	106.306	105.243	106.354	106.243	105.764	105.722	106.326	106.014	105.708	106.75	106.681	105.924	105.319	105.299	105.771	105.562
PR8	002004	trace_032	103.965	103.632	103.764	103.889	103.938	103.257	103.688	104.062	104.347	104.139	104.708	103.674	103.951	103.688	103.035	104.299	104.062	104.222	103.375	104.424	104.271	103.472	103.854	104.382	104.056	104.722	104.278	104.944	104.674	103.743	104.111	103.854	103.931	104.285	103.931	104.118	104.361	104.229	104.16	103.903	105.542	104.368	104.0	103.688	103.312	104.486	103.993	103.986	103.694	103.729	104.09	103.799	104.576	104.438	104.431	104.417	104.222	103.938	103.785	103.951	103.792
PR8	002004	trace_033	106.062	105.167	105.424	104.562	105.139	105.535	105.667	105.521	104.354	105.097	105.076	104.41	105.361	104.146	104.403	104.938	105.0	104.722	104.771	105.181	105.132	105.618	104.639	104.396	104.535	104.882	104.958	105.007	105.132	104.542	104.528	104.611	104.882	104.444	104.979	103.924	104.979	105.41	104.361	104.938	105.146	105.34	104.722	104.861	104.681	105.215	104.118	104.667	104.451	104.694	104.674	104.34	104.736	104.688	104.84	104.542	104.354	105.299	104.257	105.222	104.694
PR8	002004	trace_034	104.785	103.597	104.278	103.736	104.701	104.021	104.146	103.34	103.903	103.549	103.514	102.938	103.674	103.931	104.0	104.354	104.125	103.882	103.132	103.681	103.778	103.146	103.979	103.438	104.007	104.0	104.069	103.847	103.618	104.243	103.542	103.896	104.986	103.66	103.674	103.34	103.389	103.34	104.597	103.819	104.097	103.59	103.069	103.458	103.75	103.368	103.771	103.396	103.826	104.431	102.931	104.062	103.653	103.451	103.542	103.556	103.688	103.257	103.75	103.646	103.743
PR8	002004	trace_035	108.799	108.132	108.375	106.528	106.576	107.875	107.257	106.84	107.167	106.264	107.611	106.833	106.986	107.0	106.174	105.729	106.625	107.222	106.521	107.076	107.764	107.91	106.868	107.681	107.806	107.042	107.368	107.5	107.826	109.181	109.306	109.514	108.889	109.083	109.09	109.431	109.542	109.486	108.979	108.681	108.958	109.104	108.694	108.528	109.146	110.028	108.424	109.25	109.854	109.549	109.826	109.083	108.646	108.625	112.66	112.979	110.583	111.201	110.333	110.431	110.674
PR8	002004	trace_036	104.215	103.292	103.403	102.958	103.25	102.944	102.674	103.194	103.042	102.75	102.611	102.188	103.056	103.194	102.681	103.444	103.014	103.132	103.312	102.743	103.118	103.125	102.688	103.111	102.875	102.701	102.764	102.854	102.757	102.799	103.285	102.708	102.792	102.653	102.611	103.271	102.854	102.528	103.056	102.75	102.812	102.778	103.014	103.0	103.118	103.076	102.917	103.035	103.069	103.306	102.694	102.465	102.66	103.076	102.639	102.646	102.75	102.653	102.319	103.389	102.542
PR8	002004	trace_037	104.486	103.097	103.021	103.479	103.375	104.049	103.59	103.354	103.465	102.66	103.549	103.181	103.042	104.111	103.535	102.951	104.007	103.576	103.778	103.965	102.958	103.535	103.417	103.021	104.243	104.035	104.021	103.278	103.785	103.896	103.104	103.111	104.007	103.618	103.333	103.84	103.25	103.556	103.438	103.118	103.729	102.986	103.84	104.194	104.292	103.507	103.507	103.208	103.389	103.361	103.722	103.271	103.59	103.097	102.965	103.438	103.528	103.326	102.847	103.438	104.167
PR8	002004	trace_038	109.951	109.389	109.215	111.215	113.312	114.188	112.319	111.278	111.757	111.708	112.188	112.188	111.639	112.438	113.361	112.056	113.944	112.708	111.632	110.681	110.743	110.618	110.514	109.556	111.931	112.486	111.632	110.875	111.521	112.986	112.583	111.069	111.139	110.792	111.264	112.688	111.938	110.993	109.861	110.09	111.549	111.444	111.951	111.562	112.75	111.556	113.632	113.632	111.715	112.562	112.792	113.535	112.382	111.0	111.486	114.021	112.285	111.451	111.91	112.389	112.917
PR8	002004	trace_039	103.285	103.66	103.382	103.201	102.708	102.493	103.833	103.056	103.306	102.889	103.472	103.451	103.292	103.319	103.514	103.229	103.083	103.306	103.799	102.889	102.826	103.653	103.382	103.09	103.611	103.222	103.486	103.312	103.333	103.354	103.361	103.792	103.229	103.382	103.41	103.833	103.0	103.583	103.111	102.799	103.194	103.486	103.062	103.153	103.146	103.076	103.479	103.451	103.861	103.236	102.729	103.604	102.938	103.59	102.972	102.993	103.5	103.028	102.847	102.882	103.507
PR8	002004	trace_040	105.5	105.403	104.799	104.514	105.208	105.097	104.014	105.069	105.097	105.264	105.056	104.931	103.91	104.812	105.771	104.91	104.653	105.0	105.299	105.5	105.743	105.951	104.576	105.715	105.979	106.549	106.347	105.896	105.438	105.944	104.604	105.611	105.25	106.854	104.646	106.576	106.111	108.118	105.854	105.16	105.424	106.632	105.806	106.285	106.153	106.993	105.757	107.826	107.785	106.451	105.66	105.639	106.014	104.493	104.951	104.799	105.083	104.917	104.826	105.278	104.118
PR8	002004	trace_041	112.812	112.472	111.097	111.069	111.417	111.354	112.16	112.896	112.965	111.208	111.979	112.243	112.188	112.528	112.229	112.507	112.417	113.069	113.979	112.979	114.319	113.715	113.604	113.306	113.042	111.688	111.201	111.715	113.924	113.104	112.944	113.125	110.347	111.688	112.812	111.222	111.549	111.319	112.597	112.125	113.771	113.938	114.924	115.507	116.312	116.021	116.396	115.417	116.993	115.396	116.597	116.292	116.764	118.417	118.486	117.993	116.743	116.931	118.694	118.771	118.75
PR8	002004	trace_042	106.382	107.236	107.59	106.66	106.764	106.194	106.819	107.021	107.347	106.965	106.667	106.431	106.444	106.778	106.299	106.507	106.299	107.056	107.611	106.938	107.028	106.59	107.035	106.688	107.014	107.264	107.285	107.854	106.875	106.521	107.292	107.41	106.396	107.396	107.5	106.722	106.917	107.611	107.535	107.347	107.667	107.215	107.347	107.34	106.993	106.75	107.618	107.299	107.688	106.333	106.646	106.535	106.326	106.299	106.583	106.271	106.708	106.528	107.389	107.368	107.431
PR8	002004	trace_043	107.174	107.319	106.118	107.368	107.507	107.806	106.521	107.278	106.729	106.236	107.333	107.562	107.042	107.215	107.417	105.986	106.438	105.083	107.243	106.229	106.076	106.576	106.167	106.931	106.257	106.083	106.778	105.778	106.056	106.458	107.785	107.806	108.451	108.562	107.764	107.59	106.688	107.056	106.736	106.007	106.368	106.632	105.889	106.083	105.743	105.715	105.701	106.431	106.306	106.34	105.91	106.062	105.424	105.924	105.75	105.458	106.604	106.007	106.069	106.451	106.771
PR8	002004	trace_044	107.16	108.118	106.458	106.229	107.028	106.722	107.458	106.132	106.486	105.708	106.0	106.361	106.972	106.208	107.062	108.389	108.056	110.0	109.292	110.34	109.062	108.556	107.722	107.222	107.292	106.903	106.354	106.861	106.674	107.25	106.097	106.785	105.958	107.0	106.285	106.049	107.062	106.576	106.375	107.333	106.896	106.778	107.618	107.299	107.042	106.097	107.91	107.458	107.646	106.556	106.0	105.764	106.514	106.174	108.0	108.153	108.806	108.632	109.472	108.458	108.285
PR8	002004	trace_045	103.361	103.0	103.368	103.5	102.903	103.424	103.639	103.167	103.111	102.257	103.181	102.528	103.007	102.799	102.993	103.111	103.069	102.917	102.639	102.458	103.417	103.312	103.583	102.847	103.417	102.75	102.556	103.403	102.972	103.146	102.75	103.243	103.389	102.639	102.972	103.007	102.938	103.569	102.347	102.646	103.104	103.382	103.264	102.917	102.389	103.035	103.09	103.417	102.778	102.986	102.493	103.194	102.625	103.035	102.562	103.486	102.917	103.153	103.208	103.312	103.201
PR8	002004	trace_046	104.576	104.375	104.667	105.035	104.451	103.972	104.479	104.514	103.694	104.153	103.903	103.833	104.021	104.361	104.597	103.451	104.118	104.285	104.278	104.507	103.889	104.396	105.056	105.028	105.278	104.083	104.903	104.188	104.09	103.653	103.722	103.75	104.618	103.972	103.194	104.021	104.146	103.854	103.076	103.611	103.292	103.194	103.771	103.604	103.875	103.889	104.34	104.493	104.097	104.292	103.847	104.41	103.812	103.639	104.458	103.569	103.861	103.59	103.722	103.875	104.326
PR8	002004	trace_047	107.958	107.854	107.958	108.389	106.576	107.097	106.875	106.056	106.375	107.278	106.785	106.819	107.028	106.826	107.208	108.146	108.097	108.764	109.111	108.701	107.875	108.562	108.049	107.868	108.674	109.431	108.271	108.035	107.097	108.312	108.715	108.965	109.319	108.09	107.451	107.868	108.521	106.819	107.965	108.75	108.361	107.958	108.618	108.215	106.938	107.299	108.007	107.938	107.757	106.993	107.174	106.972	107.049	106.792	107.681	107.604	107.132	106.903	107.16	108.056	107.979
PR8	002004	trace_048	105.382	104.875	104.938	104.125	104.382	104.847	104.944	104.931	104.757	105.396	104.833	105.264	104.486	104.59	105.049	105.104	104.549	104.972	105.076	105.521	105.965	105.944	104.84	105.167	105.84	105.986	106.569	105.889	106.0	105.111	105.896	106.007	106.028	106.035	105.681	105.667	105.375	105.861	106.111	105.979	104.924	104.16	104.5	104.368	104.743	105.299	105.312	103.854	104.951	105.222	105.299	105.903	105.444	105.097	105.264	105.479	105.104	105.549	105.312	104.632	105.715
PR8	002004	trace_049	104.646	103.667	104.396	104.021	104.167	104.243	104.132	105.146	104.188	104.604	104.444	104.611	104.146	103.681	104.257	104.528	105.125	105.167	104.632	104.347	104.625	104.208	104.111	104.736	104.514	104.618	103.736	103.382	103.542	104.576	104.333	104.201	103.764	103.979	104.354	104.403	104.653	104.507	104.222	104.139	103.896	104.264	104.347	104.549	103.826	104.667	104.243	103.729	103.986	104.229	103.972	104.424	103.542	104.299	103.993	104.049	104.472	104.056	104.264	103.736	104.285
PR8	002004	trace_050	104.09	104.278	103.868	105.139	104.562	105.431	104.424	105.0	104.257	104.368	104.583	104.326	104.354	104.479	103.681	104.181	103.854	104.111	104.743	104.535	104.326	104.556	104.306	104.493	104.639	104.396	104.833	104.938	104.722	103.819	105.271	105.083	104.583	105.486	104.208	103.667	103.75	104.229	104.167	104.076	104.035	104.694	104.472	104.319	104.028	103.951	104.271	103.896	104.326	104.812	104.292	104.375	104.597	103.528	104.09	104.611	104.562	104.368	103.951	104.722	103.632
PR8	002004	trace_051	103.014	102.222	102.132	102.708	102.431	103.0	101.854	103.688	102.507	103.09	102.611	102.25	102.465	102.556	101.972	102.688	102.722	102.285	102.875	103.368	102.736	102.868	102.354	102.188	102.917	102.528	102.208	102.84	103.653	102.549	102.743	102.444	102.146	102.264	102.16	102.667	102.493	102.556	102.549	102.632	102.486	102.451	102.729	102.938	101.66	102.361	102.66	102.597	102.507	102.757	102.424	102.681	102.604	102.882	102.444	102.764	103.236	101.924	101.965	102.222	102.312
PR8	002004	trace_052	106.194	105.778	105.451	105.285	106.542	105.389	105.021	105.312	105.507	105.576	105.66	105.361	105.632	105.368	105.389	105.819	105.118	105.326	105.854	105.007	105.007	106.264	105.833	105.924	105.229	105.521	105.549	105.979	105.736	105.104	105.229	105.812	105.903	105.611	106.417	106.021	105.34	105.861	106.625	104.91	106.125	106.201	105.924	106.521	105.208	105.854	106.236	105.549	106.312	106.535	105.0	105.847	104.34	105.694	105.576	105.493	106.118	106.611	106.535	106.188	105.903
PR8	002004	trace_053	104.396	103.639	103.104	103.208	103.66	103.431	104.208	103.806	104.007	104.014	103.194	104.049	104.125	103.424	103.521	104.09	103.736	104.333	103.764	103.715	103.5	104.188	103.472	103.986	103.715	103.847	103.451	103.34	104.069	103.417	103.833	103.465	103.799	103.889	103.667	104.465	104.681	104.208	103.597	103.306	104.424	103.535	104.007	103.674	103.438	104.208	103.458	104.111	104.125	104.181	104.049	104.083	104.062	103.771	103.924	103.486	103.938	103.569	103.493	104.111	103.854
PR8	002004	trace_054	104.424	103.333	103.924	104.785	103.59	103.799	103.924	103.847	103.819	103.931	104.069	104.681	103.882	104.688	104.424	103.75	104.403	103.861	104.049	103.951	103.389	104.083	103.882	104.0	104.167	104.403	105.062	104.778	103.625	103.792	104.069	104.806	104.056	104.701	103.618	103.833	104.056	103.847	104.09	104.569	104.035	103.736	104.438	103.972	104.097	104.201	103.75	104.111	104.924	104.403	103.861	104.583	103.688	104.083	104.562	104.333	104.347	104.896	103.694	104.306	104.389
PR8	002004	trace_055	103.701	103.778	103.361	103.847	103.465	102.944	103.708	103.646	104.049	103.257	103.472	103.951	103.66	103.84	103.062	103.757	103.84	104.062	103.208	103.424	103.16	103.569	103.708	104.25	103.882	103.562	103.153	103.576	103.583	103.583	102.736	103.021	103.215	103.153	103.264	102.924	103.556	103.542	103.188	103.257	102.84	102.757	103.688	103.229	103.229	103.125	102.847	104.208	103.792	103.403	103.972	103.0	103.319	103.16	103.194	103.736	102.875	103.681	103.132	103.062	103.243
PR8	002004	trace_056	105.021	105.528	104.743	104.764	105.0	105.146	104.34	105.431	104.708	105.16	104.174	105.083	104.312	105.062	105.75	105.479	105.09	104.826	104.965	104.035	104.764	104.889	104.194	104.736	104.799	104.292	104.062	104.778	104.667	104.778	105.042	104.132	105.278	104.812	104.493	104.361	104.472	105.278	104.715	104.396	105.007	104.951	105.097	104.708	105.125	104.34	105.806	103.792	105.0	104.347	104.583	103.535	105.229	104.618	103.819	104.229	104.896	103.59	104.694	104.174	104.438
PR8	002004	trace_057	107.431	106.306	106.319	107.583	106.972	106.139	105.889	105.646	106.132	106.312	108.028	108.243	107.368	107.583	107.708	107.639	106.75	106.438	106.611	106.812	107.278	105.819	106.569	107.583	106.736	106.556	106.896	108.806	108.326	109.007	106.396	106.569	105.812	106.076	106.0	106.41	105.944	106.743	106.424	107.111	105.5	106.222	106.167	106.681	106.236	106.674	106.66	107.201	107.083	106.819	107.104	106.569	106.285	105.931	106.667	106.111	107.222	106.743	106.625	106.292	107.576
PR8	002004	trace_058	108.618	106.889	107.938	108.66	108.708	106.979	106.931	109.604	107.354	106.854	106.972	107.688	107.368	107.125	107.417	106.757	105.896	106.84	106.958	106.479	106.028	107.403	107.243	106.854	106.535	106.847	106.424	105.889	106.59	106.896	107.208	107.09	107.243	106.361	105.639	105.722	106.771	106.333	106.368	105.764	105.903	106.542	106.222	106.118	106.444	107.347	107.431	107.167	106.667	106.688	107.438	107.16	107.778	107.979	108.556	110.431	108.861	109.181	109.028	108.639	109.181
PR8	002004	trace_059	104.049	103.958	103.243	103.903	103.41	103.667	103.743	103.653	103.597	103.583	103.493	103.306	103.215	103.889	103.132	103.993	103.292	104.181	103.632	103.347	102.625	103.417	103.34	103.062	102.806	103.833	102.889	103.59	103.486	103.653	103.944	103.792	103.944	103.201	103.444	104.174	103.792	104.375	103.514	103.312	103.521	103.25	102.972	103.382	103.562	103.139	104.222	103.5	103.542	103.035	103.319	103.674	103.472	103.597	104.132	103.042	104.062	103.333	103.729	103.424	103.271
PR8	002004	trace_060	104.229	103.097	103.222	103.465	103.375	103.868	103.465	103.868	104.174	103.715	103.097	103.514	103.549	104.076	103.618	103.007	103.382	103.41	103.66	103.84	103.34	103.674	103.347	103.576	103.319	103.056	103.972	103.035	103.569	103.66	103.062	103.583	103.611	103.681	103.486	103.59	103.535	103.535	103.458	103.347	103.319	103.028	102.847	103.542	103.5	103.042	103.167	103.278	103.59	103.632	104.118	103.396	103.333	103.486	103.396	102.944	103.243	103.896	103.368	103.389	104.049
PR8	002004	trace_061	106.861	106.625	107.215	106.59	106.799	106.792	107.639	107.597	107.868	108.431	108.125	108.743	107.771	107.903	107.639	107.84	108.493	107.111	108.125	106.938	108.014	108.056	108.007	108.111	107.535	107.993	107.215	107.222	107.458	107.535	108.014	107.708	108.021	108.062	107.056	106.562	107.632	107.812	107.507	107.41	107.375	107.639	107.181	107.083	108.674	106.66	107.75	107.84	107.215	107.521	107.736	107.722	108.09	107.097	107.972	109.306	108.431	108.354	108.194	108.007	108.736
PR8	002004	trace_062	103.764	103.625	104.167	104.583	104.417	104.889	104.438	103.84	104.938	104.639	104.59	104.535	104.222	104.389	103.708	103.708	103.792	103.931	104.056	103.91	104.375	103.549	104.389	104.167	104.111	103.646	104.028	104.056	103.924	104.125	105.076	105.16	104.938	104.458	104.688	104.507	105.569	105.368	105.111	104.41	104.715	104.479	105.049	103.958	104.347	103.59	103.403	104.243	103.389	103.403	103.59	103.924	104.056	103.208	104.028	104.153	103.604	103.785	104.493	104.944	103.833
PR8	002004	trace_063	103.396	102.708	102.444	103.299	102.576	102.729	103.104	102.75	102.903	103.514	102.722	103.083	102.438	103.097	103.465	103.139	103.896	102.979	102.854	102.764	103.479	103.076	102.854	102.59	103.326	103.09	102.896	102.792	103.639	103.236	102.757	103.556	102.965	103.097	102.944	102.972	103.007	102.403	102.799	102.812	102.979	103.215	103.424	103.007	103.528	102.431	102.826	102.424	103.312	103.007	102.875	103.0	103.41	103.354	102.66	102.326	103.146	103.007	103.16	102.701	102.972
PR8	002004	trace_064	112.229	111.0	111.354	110.812	109.958	110.792	110.389	110.91	111.132	110.285	110.389	110.965	111.493	111.625	111.222	110.958	112.785	112.215	112.542	113.188	112.681	113.993	113.507	112.938	112.34	112.257	113.354	111.118	111.611	111.736	111.104	113.007	111.451	113.243	113.889	112.215	111.056	110.875	112.826	112.785	111.507	112.16	112.035	110.826	111.715	111.611	110.993	111.333	110.118	109.861	110.66	110.347	109.486	113.014	110.465	110.556	111.16	109.799	111.125	112.993	112.847
PR8	002004	trace_065	106.007	107.056	106.618	106.035	106.514	105.743	105.431	106.361	106.062	106.562	105.528	106.431	105.146	105.938	106.854	106.938	106.125	106.993	106.417	105.701	106.375	106.701	105.354	107.66	107.59	105.743	106.59	108.236	106.674	106.396	105.778	105.431	106.576	108.215	107.083	106.229	108.91	108.243	110.194	109.257	107.458	105.604	105.562	105.583	107.035	105.382	106.028	107.75	107.16	106.132	106.062	106.66	105.972	106.965	108.438	107.667	107.736	109.111	107.688	107.681	107.965
PR8	002004	trace_066	104.062	104.944	103.757	103.958	103.694	104.375	104.257	105.444	104.889	104.743	105.361	109.424	108.083	106.743	105.229	104.243	105.528	106.34	107.562	105.229	106.188	105.097	106.646	105.604	104.764	106.16	105.667	104.958	104.743	105.319	104.951	105.333	104.701	104.444	104.819	106.375	105.326	104.986	105.132	105.201	105.847	106.194	109.271	105.083	105.84	106.042	107.562	108.972	106.868	107.493	106.0	106.111	105.188	106.083	107.007	104.854	105.16	104.993	105.417	105.403	105.306
PR8	002004	trace_067	102.924	103.201	104.257	103.799	103.882	103.056	103.819	103.639	103.278	103.549	103.424	103.306	103.701	103.438	103.556	103.514	103.938	103.444	103.694	103.354	103.528	103.375	103.847	102.868	103.451	103.486	102.868	103.479	103.153	103.764	103.812	103.944	102.882	103.444	103.799	103.069	103.458	103.361	103.632	103.632	103.368	102.986	103.771	103.361	103.347	103.375	103.215	103.646	103.528	103.431	103.799	103.979	103.736	103.958	103.778	104.104	103.729	103.528	103.194	103.146	103.292
PR8	002004	trace_068	106.361	106.118	106.139	105.826	105.507	105.604	105.938	106.278	105.778	106.25	106.056	106.167	106.514	106.118	105.792	105.653	105.924	104.812	105.639	105.431	105.75	104.889	106.597	107.382	105.806	105.16	106.049	105.069	105.882	105.389	106.778	106.208	106.59	105.736	105.917	106.34	105.5	106.75	105.833	106.222	105.778	106.16	106.083	106.319	106.292	106.194	105.688	107.188	106.194	106.382	107.785	106.16	105.486	105.771	106.097	107.167	107.472	105.597	106.674	106.542	106.618
PR8	002004	trace_069	104.917	104.688	104.91	103.799	104.625	104.542	104.472	104.924	103.896	104.931	105.167	104.618	104.438	104.646	104.646	105.535	105.965	104.417	104.75	105.312	105.604	104.035	104.528	104.799	104.243	103.965	104.236	105.625	104.306	104.667	104.833	105.111	105.104	105.076	104.556	104.153	104.618	103.576	104.368	104.431	104.674	103.757	104.375	104.896	104.368	105.181	103.736	103.583	104.139	104.792	104.41	104.076	103.979	104.944	105.257	105.035	104.715	104.896	105.722	106.097	105.951
PR8	002004	trace_070	109.667	108.285	107.174	108.0	107.458	106.958	107.681	108.049	108.035	106.542	107.035	106.785	107.097	108.194	108.208	108.153	109.014	110.111	110.194	109.41	107.389	107.062	108.042	108.181	107.924	109.188	109.993	108.653	109.201	108.917	108.66	108.104	108.986	109.354	108.312	109.201	110.34	112.201	112.361	114.431	110.847	108.34	107.528	106.431	107.236	107.583	107.542	108.229	106.944	107.25	109.208	108.806	109.646	109.264	107.167	109.042	109.701	108.153	109.347	109.681	108.09
PR8	002004	trace_071	105.264	106.16	105.896	104.931	105.958	105.153	105.014	104.611	105.0	104.125	104.333	104.59	103.931	104.417	104.389	105.208	104.181	104.243	104.722	104.194	104.236	103.701	103.382	104.667	104.403	104.403	104.521	104.931	103.667	104.611	104.639	103.486	104.361	104.174	104.792	103.556	104.285	104.083	103.84	103.917	103.889	104.215	104.083	103.958	104.299	103.535	103.826	103.583	104.993	104.264	104.215	103.736	103.868	104.042	104.688	103.806	103.722	103.986	104.34	104.521	104.444
PR8	002004	trace_072	107.583	106.757	106.299	106.632	106.812	106.938	108.201	107.59	107.257	107.583	107.75	107.438	107.104	107.549	108.153	108.66	106.868	109.819	107.847	107.84	107.986	107.278	107.681	107.264	107.535	108.174	106.479	107.479	108.181	107.799	107.361	106.382	106.771	107.965	108.299	108.09	108.979	108.965	110.021	109.812	107.424	107.861	108.917	107.715	106.535	106.965	106.861	107.132	107.521	105.979	106.882	106.507	106.556	107.431	108.688	108.931	109.021	108.021	108.674	107.729	108.104
PR8	002004	trace_073	103.236	102.722	103.208	102.861	102.688	103.111	103.833	102.424	103.222	102.236	102.743	102.833	103.222	102.625	102.889	102.701	103.188	102.84	103.278	103.417	102.861	103.368	102.833	103.09	103.174	102.59	102.674	102.986	103.076	103.458	102.84	103.028	102.819	103.368	102.715	103.049	103.007	102.708	102.917	102.917	103.236	102.688	102.868	102.785	102.931	102.694	103.201	102.729	103.278	103.111	103.34	103.458	102.944	102.625	103.049	102.632	102.847	103.021	103.09	103.056	102.625
