label	video	trace	time_10	time_20	time_30	time_40	time_50	time_60	time_70	time_80	time_90	time_100	time_110	time_120	time_130	time_140	time_150	time_160	time_170	time_180	time_190	time_200	time_210	time_220	time_230	time_240	time_250	time_260	time_270	time_280	time_290	time_300	time_310	time_320	time_330	time_340	time_350	time_360	time_370	time_380	time_390	time_400	time_410	time_420	time_430	time_440	time_450	time_460	time_470	time_480	time_490	time_500	time_510	time_520	time_530	time_540	time_550	time_560	time_570	time_580	time_590	time_600
PR8	PR8_1001	trace_001	0.5446577629382331	0.5651085141903167	0.7186978297161969	0.8230383973288847	0.8347245409015023	0.4983305509181979	0.6752921535893192	0.6957429048414028	0.7362270450751291	0.7913188647746244	0.7011686143572647	0.469532554257095	0.962020033388984	0.5333889816360623	0.4549248747913201	1.0	0.5884808013355636	0.4144407345575997	0.5534223706176992	0.5158597662771301	0.3681135225375646	0.75626043405676	0.7070116861435735	0.4549248747913201	0.6489983305509208	0.4520033388981628	0.4144407345575997	0.3535058430717897	0.6782136894824705	0.3564273789649411	0.4403171953255452	0.5797161936560975	0.3593489148580984	0.1940734557596007	0.4578464106844774	0.5592654424040079	0.2984140233722884	0.3710350584307219	0.3217863105175294	0.0229549248747941	0.1160267111853112	0.3418196994991662	0.5246243739565962	0.2984140233722884	0.1331385642737907	0.0	0.318864774624378	0.7737896494156923	0.1302170283806333	0.6435726210350589	0.4924874791318891	0.2550083472454106	0.2896494156928224	0.1823873121869772	0.196994991652758	0.3739565943238733	0.3910684474123528	0.5041736227045067	0.159432387312189	0.1506677796327229
PR8	PR8_1001	trace_003	0.2800817757009349	0.0	0.4442172897196255	0.4056658878504652	0.3630257009345772	0.3974883177570098	0.2435747663551406	0.3367406542056085	0.3367406542056085	0.3936915887850457	0.127920560747664	0.3104556074766356	0.5660046728971959	0.5578271028037363	0.3510514018691577	0.2251752336448596	0.3589369158878495	0.2415303738317747	0.4544392523364469	0.2859228971962609	0.4380841121495318	0.3165887850467292	0.4281542056074782	0.5315420560747675	0.6328855140186909	0.5800233644859815	0.5233644859813079	0.2637266355140198	0.8215537383177561	1.0	0.6936331775700921	0.4766355140186921	0.5435163551401871	0.4036214953271035	0.2961448598130823	0.3227219626168229	0.6106892523364498	0.7202102803738328	0.7403621495327078	0.4626168224299066	0.2759929906542072	0.4483060747663532	0.3834696261682243	0.4077102803738312	0.3367406542056085	0.3691588785046709	0.3671144859813092	0.5376752336448611	0.3691588785046709	0.3104556074766356	0.4199766355140186	0.3936915887850457	0.2514602803738325	0.2050233644859803	0.2920560747663546	0.3752920560747646	0.1136098130841107	0.1907126168224312	0.2190420560747659	0.5882009345794369
PR8	PR8_1001	trace_005	0.1620840124073391	0.2500920035749963	0.2997213606014409	0.2924136480731821	0.2150254981336419	0.1785395089637769	0.2716471268597866	0.3158088428578942	0.3034015036012828	0.258503759003207	0.1733873087639977	0.0613532411545135	0.0514694285263655	0.0182429945849328	0.0	0.0109352820566741	0.1076704694810999	0.1237579517375531	0.0606172125545452	0.3037695179012673	0.4570737605804112	0.1945744177488043	0.1540402712791129	0.1916828768203564	0.0321223910414806	0.4465064928237216	0.3764260554124394	0.3216444981862157	0.4366226801955736	0.2953577624730565	0.142000946322486	0.2478839177750908	0.105514957152621	0.2007780873771096	0.1482046159507913	0.4340991535671102	0.3961411071973088	0.0803322643394146	0.241312233846801	0.4384627516954946	0.4885126964933495	0.5604332054045534	0.4023447768256141	0.374217969612534	0.374217969612534	0.2829504232164452	0.4096524893538721	0.3625466589558909	0.6779874875138006	0.8397034856211559	1.0	0.7835024446664216	0.5585931339046317	0.7283528731402134	0.7491719678250355	0.6761474160138796	0.5732085589611485	0.3147047999579414	0.5147994322065087	0.4760527837653123
PR8	PR8_1001	trace_006	0.4769467213114745	0.594262295081966	0.5087090163934406	0.6511270491803289	0.4375	0.3668032786885218	0.2525614754098337	0.1070696721311492	0.0035860655737657	0.9144467213114744	0.160348360655739	0.0	0.1460040983606541	0.1280737704918034	0.3201844262295085	0.8893442622950777	0.4841188524590133	0.2207991803278677	0.2387295081967184	0.5302254098360644	0.2064549180327827	0.2100409836065558	0.594262295081966	0.1675204918032779	0.2207991803278677	0.5122950819672136	0.6331967213114709	1.0	0.394979508196722	0.3237704918032743	0.345286885245898	0.3094262295081966	0.3094262295081966	0.3734631147540983	0.4057377049180339	0.6121926229508168	0.7115778688524576	0.1956967213114708	0.6475409836065559	0.6121926229508168	0.0466188524590133	0.4308401639344235	0.4057377049180339	0.3668032786885218	0.5373975409836032	0.7330942622950813	0.345286885245898	0.1352459016393422	0.5373975409836032	0.4200819672131116	0.3878073770491759	0.7259221311475424	0.3063524590163932	0.3237704918032743	0.2279713114754065	0.0604508196721286	0.1280737704918034	0.3417008196721323	0.1173155737704915	0.7438524590163932
PR8	PR8_1001	trace_007	0.2490987743330938	0.1651045421773606	0.3630136986301361	0.6596971881759184	0.7860490266762803	1.0	0.9488103821196816	0.9549387166546504	0.8073179524152844	0.6908795962509007	0.6721341023792354	0.490627253064166	0.2202595529920681	0.2941600576784435	0.3166906993511183	0.4843186733958177	0.5921052631578939	0.5994953136265307	0.8047945205479455	0.7797404470079293	0.6232876712328762	0.52072819033886	0.3979812545061279	0.2802811824080735	0.2303532804614285	0.2339581831290557	0.284066330209083	0.1701514059120407	0.2815428983417442	0.355443403028117	0.1225666906993497	0.2853280461427537	0.0600216294160054	0.2440519105984136	0.0450612833453496	0.1377072819033878	0.2139509733237197	0.1939437635183837	0.3266041816870939	0.0	0.0726387887527047	0.2878514780100926	0.2427901946647429	0.3053352559480897	0.1113914924297034	0.0625450612833442	0.1438356164383564	0.1651045421773606	0.2528839221341033	0.2541456380677714	0.1676279740446994	0.3491348233597687	0.4068132660418176	0.3941961067051184	0.2766762797404463	0.4255587599134829	0.1151766402307129	0.1076063446286939	0.3015501081470803	0.162761355443404
PR8	PR8_1001	trace_010	0.1667692307692312	0.3932307692307666	0.6498461538461522	0.6559999999999971	0.3590769230769235	0.4959999999999984	0.5747692307692293	0.3119999999999987	0.5427692307692294	0.7436923076923082	0.1883076923076907	0.8655384615384623	0.0919999999999976	0.5449230769230772	0.703076923076922	0.4830769230769209	0.5384615384615384	0.4680000000000002	0.6646153846153836	0.3184615384615374	0.1175384615384587	0.4895384615384597	0.5279999999999981	0.9873846153846164	0.7246153846153859	0.927384615384614	1.0	0.7907692307692287	0.7436923076923082	0.8590769230769235	0.5686153846153843	0.4295384615384617	0.380615384615383	0.2544615384615379	0.3036923076923061	0.2307692307692307	0.2670769230769215	0.5021538461538433	0.8910769230769233	0.3996923076923053	0.4852307692307687	0.3421538461538445	0.0	0.3676923076923056	0.2458461538461515	0.2479999999999992	0.3421538461538445	0.4381538461538438	0.2929230769230763	0.1196923076923064	0.380615384615383	0.2203076923076904	0.1753846153846132	0.1689230769230745	0.4273846153846141	0.3119999999999987	0.2307692307692307	0.5215384615384594	0.6196923076923064	0.3590769230769235
PR8	PR8_1001	trace_011	0.3504629629629658	0.0	0.1509259259259231	0.3245370370370345	0.3953703703703706	0.6203703703703729	0.6203703703703729	0.4245370370370384	0.7138888888888908	0.3634259259259249	0.3569444444444454	0.5625000000000024	0.3407407407407432	0.1222222222222204	0.366666666666668	0.2217592592592592	0.6847222222222229	0.4759259259259293	0.6171296296296299	0.4115740740740727	0.2152777777777797	0.3087962962962975	0.0995370370370387	0.3087962962962975	0.3055555555555544	0.517592592592591	0.1606481481481457	0.3634259259259249	0.7620370370370386	0.7490740740740729	0.315277777777777	0.8037037037037069	0.4791666666666658	0.1319444444444431	0.2250000000000023	0.302314814814818	0.2055555555555571	0.5370370370370363	0.1898148148148135	0.1541666666666661	0.6365740740740751	0.4981481481481459	0.6268518518518524	0.3342592592592571	0.6300925925925955	0.7717592592592613	0.2634259259259275	0.7685185185185182	0.3731481481481475	0.2444444444444475	0.4212962962962954	0.6300925925925955	0.369907407407411	0.2828703703703727	0.4402777777777754	0.4759259259259293	0.565740740740739	0.7393518518518504	0.5787037037037046	1.0
PR8	PR8_1001	trace_012	0.1601478886942985	0.0	0.1243432574430828	0.1371862230005847	0.0803658299280022	0.1202568593111503	0.1310566258026861	0.1695855224751905	0.1837906207433361	0.1007005253940465	0.0756956606343651	0.0796847635726797	0.078322630862036	0.096614127262114	0.1101381591749371	0.1844716870986573	0.1621910877602647	0.1243432574430828	0.1870986573263281	0.1911850554582606	0.3398521113057022	0.2668807160926257	0.3540572095738478	0.5654796653045334	0.6627748589219686	0.7377894532010113	1.0	0.8054096127651296	0.8912239735357079	0.6689044561198673	0.3114419147694109	0.3526950768632028	0.3567814749951352	0.3648569760653821	0.4290718038528904	0.5358046312512164	0.4621521696828174	0.5878575598365439	0.597976259972757	0.6216189920217947	0.8857754426931304	0.7148277875072976	0.8087176493481215	0.812804047480054	0.914866705584744	0.520237400272427	0.3453006421482783	0.4878381007978213	0.3121229811247321	0.3344035804631247	0.7013037555944731	0.4580657715508849	0.3844133099824874	0.4871570344424987	0.5682039307258222	0.6168515275345398	0.3837322436271648	0.3708892780696629	0.489200233508465	0.4777194006616081
PR8	PR8_1001	trace_013	0.3006314839873696	0.1300180423996396	0.3006314839873696	0.3539693279206142	0.1377988272440242	0.0062020748759592	0.3257780784844392	0.2537212449255748	0.6295669824086595	0.1300180423996396	0.1542625169147505	0.2051195308976094	0.2709742895805145	0.3985115020297702	0.3210419485791616	0.4228687415426247	0.1440009021199819	0.1300180423996396	0.2152683806946328	0.2168470906630581	0.064952638700948	0.1284393324312143	0.1151330626973387	0.0853631032927384	0.2271087054578267	0.2404149751917008	0.2646594497068116	0.181664411366712	0.4040369869192596	0.3484438430311231	0.2059088858818229	0.1189670726206592	0.2834912043301767	0.2176364456472716	1.0	0.5112764997744702	0.3390843482183132	0.1151330626973387	0.1300180423996396	0.0508570139828605	0.0696887686062256	0.0438655841226894	0.322620658547587	0.0023680649526387	0.0	0.2693955796120892	0.4165539016689218	0.0806269733874608	0.2239512855209745	0.2521425349571495	0.2575552548488953	0.4236580965268381	0.1048714479025717	0.4510599909787997	0.2090663058186735	0.2654488046910235	0.3155164636896706	0.6194181326116377	0.3899413622011721	0.3954668470906632
PR8	PR8_1001	trace_015	0.3371476416410826	0.2732347195087914	0.0	0.3932458833379828	0.3544515768908726	0.3410549818587761	0.4688808261233584	0.2712810493999427	0.4979067820262329	0.2983533351939684	0.0443762210438157	0.4496232207647197	0.4127825844264582	0.0153502651409412	0.2324867429528324	0.3391013117499273	0.0114429249232477	0.0697739324588334	0.1858777560703313	0.0541445715880514	0.1161038236114979	0.4186435947530004	0.2905386547585814	0.4049679039910673	0.4030142338822185	0.286631314540884	0.2732347195087914	0.0831705274909259	0.3622662573262596	0.5562377895618186	0.3932458833379828	0.2654200390734004	0.3176109405526072	0.3469159921853183	0.635500976835051	0.2810493999441784	0.3971532235556763	0.3778956181970415	0.3857102986324285	0.3273792910968429	0.5657270443762176	0.4476695506558749	0.432040189785093	0.2712810493999427	0.5542841194529698	0.5174434831147083	0.4166899246441517	0.7440692157409986	0.7345799609265956	1.0	0.381802958414735	0.5794027351381508	0.8836170806586654	0.9553446832263436	0.8314261791794587	0.91264303656154	0.9263187273234692	0.8721741557354177	0.6938319843706366	0.3642199274351083
